ags,wahlkreis,wahlbezirk,gemeinde,name,wahlart,linke,spd,gruene,summe,gueltige_zweitstimmen,anteil_prozent,mehr_als_50_prozent
15085135,014,000992,"Halberstadt, Stadt",Briefwahl Halberstadt,B,80,75,108,263,726,36.225895316804404,False
15085135,014,000993,"Halberstadt, Stadt",Briefwahl Halberstadt,B,115,145,99,359,968,37.086776859504134,False
15085135,014,000994,"Halberstadt, Stadt",Briefwahl Halberstadt,B,94,117,94,305,976,31.25,False
15085135,014,000995,"Halberstadt, Stadt",Briefwahl Halberstadt,B,102,105,88,295,738,39.97289972899729,False
15085135,014,000996,"Halberstadt, Stadt",Briefwahl Halberstadt,B,118,122,112,352,907,38.80926130099228,False
15085135,014,000997,"Halberstadt, Stadt",Briefwahl Halberstadt,B,76,112,53,241,802,30.049875311720697,False
15085135,014,000998,"Halberstadt, Stadt",Briefwahl Halberstadt,B,101,104,65,270,745,36.241610738255034,False
15085135,014,000999,"Halberstadt, Stadt",Briefwahl Halberstadt,B,76,110,95,281,811,34.64858199753391,False
15085185,014,000001,Huy,OT Aderstedt,U,9,9,3,21,162,12.962962962962964,False
15085185,014,000002,Huy,OT Anderbeck,U,24,13,4,41,193,21.243523316062177,False
15085185,014,000003,Huy,OT Badersleben,U,33,64,29,126,451,27.93791574279379,False
15085185,014,000004,Huy,OT Dedeleben,U,29,45,15,89,420,21.19047619047619,False
15085185,014,000005,Huy,OT Dingelstedt am Huy,U,45,63,25,133,611,21.76759410801964,False
15085185,014,000006,Huy,OT Eilenstedt,U,23,32,19,74,419,17.66109785202864,False
15085185,014,000007,Huy,OT Eilsdorf,U,8,18,4,30,171,17.54385964912281,False
15085185,014,000008,Huy,OT Huy-Neinstedt,U,9,5,9,23,72,31.944444444444443,False
15085185,014,000009,Huy,OT Pabstorf,U,10,20,13,43,260,16.53846153846154,False
15085185,014,000010,Huy,OT Schlanstedt,U,25,22,16,63,414,15.217391304347826,False
15085185,014,000011,Huy,OT Vogelsdorf,U,16,11,17,44,133,33.08270676691729,False
15085185,014,000995,Huy,Briefwahl Huy,B,72,144,62,278,1015,27.389162561576356,False
15085285,014,000994,"Schwanebeck, Stadt",Briefwahl Schwanebeck,B,25,43,18,86,309,27.831715210355988,False
15085285,014,002001,"Schwanebeck, Stadt",Schwanebeck,U,91,50,27,168,1010,16.633663366336634,False
15085285,014,002002,"Schwanebeck, Stadt",OT Nienhagen,U,6,14,3,23,217,10.599078341013826,False
15085055,015,000001,"Blankenburg (Harz), Stadt",Kita Regenstein,U,46,64,24,134,537,24.953445065176908,False
15085055,015,000002,"Blankenburg (Harz), Stadt",GS Regenstein,U,31,15,25,71,358,19.83240223463687,False
15085055,015,000003,"Blankenburg (Harz), Stadt",Vereinshaus Zur alten Schule,U,29,45,23,97,484,20.041322314049587,False
15085055,015,000004,"Blankenburg (Harz), Stadt",Kita Westend,U,43,77,49,169,685,24.67153284671533,False
15085055,015,000005,"Blankenburg (Harz), Stadt",Kita Am Bergeshang,U,58,78,49,185,772,23.963730569948186,False
15085055,015,000006,"Blankenburg (Harz), Stadt",Sekundarschule August Bebel,U,36,83,62,181,709,25.52891396332863,False
15085055,015,000007,"Blankenburg (Harz), Stadt",Kita Am Thie,U,46,80,50,176,675,26.074074074074073,False
15085055,015,000008,"Blankenburg (Harz), Stadt",Rathaus,U,38,65,63,166,665,24.962406015037594,False
15085055,015,000009,"Blankenburg (Harz), Stadt",OT Börnecke,U,14,22,23,59,301,19.601328903654483,False
15085055,015,000010,"Blankenburg (Harz), Stadt",Stadtwerke Blankenburg,U,42,56,44,142,755,18.807947019867548,False
15085055,015,000011,"Blankenburg (Harz), Stadt",OT Cattenstedt,U,19,25,14,58,344,16.86046511627907,False
15085055,015,000012,"Blankenburg (Harz), Stadt",OT Heimburg,U,21,26,18,65,417,15.587529976019185,False
15085055,015,000013,"Blankenburg (Harz), Stadt",OT Hüttenrode,U,35,40,15,90,509,17.68172888015717,False
15085055,015,000014,"Blankenburg (Harz), Stadt",OT Timmenrode,U,27,45,25,97,531,18.267419962335218,False
15085055,015,000015,"Blankenburg (Harz), Stadt",OT Wienrode,U,22,38,18,78,428,18.22429906542056,False
15085055,015,000016,"Blankenburg (Harz), Stadt",OT Derenburg Trauzimmer,U,39,59,27,125,555,22.52252252252252,False
15085055,015,000017,"Blankenburg (Harz), Stadt",OT Derenburg Sitzungsraum,U,31,45,22,98,484,20.24793388429752,False
15085055,015,000997,"Blankenburg (Harz), Stadt",Briefwahl Blankenburg,B,97,164,113,374,980,38.16326530612245,False
15085055,015,000998,"Blankenburg (Harz), Stadt",Briefwahl Blankenburg,B,104,149,90,343,983,34.89318413021363,False
15085055,015,000999,"Blankenburg (Harz), Stadt",Briefwahl Blankenburg,B,117,175,92,384,1027,37.3904576436222,False
15085190,015,000001,"Ilsenburg (Harz), Stadt",Grundschule,U,48,88,43,179,580,30.862068965517242,False
15085190,015,000002,"Ilsenburg (Harz), Stadt",Haus der Vereine,U,51,118,88,257,640,40.15625,False
15085190,015,000003,"Ilsenburg (Harz), Stadt",Sekundarschule,U,41,76,45,162,565,28.672566371681416,False
15085190,015,000004,"Ilsenburg (Harz), Stadt",Harzlandhalle,U,51,111,79,241,798,30.20050125313283,False
15085190,015,000005,"Ilsenburg (Harz), Stadt",OT Drübeck,U,59,94,69,222,780,28.46153846153846,False
15085190,015,000006,"Ilsenburg (Harz), Stadt",OT Darlingerode Sandtalhalle,U,39,64,45,148,540,27.40740740740741,False
15085190,015,000007,"Ilsenburg (Harz), Stadt",OT Darlingerode Kita,U,39,60,60,159,597,26.633165829145728,False
15085190,015,000998,"Ilsenburg (Harz), Stadt",Briefwahl Ilsenburg,B,65,194,91,350,842,41.56769596199525,False
15085190,015,000999,"Ilsenburg (Harz), Stadt",Briefwahl Ilsenburg,B,111,248,102,461,1035,44.54106280193237,False
15085227,015,000001,Nordharz,OT Abbenrode,U,24,58,32,114,460,24.782608695652176,False
15085227,015,000002,Nordharz,OT Danstedt,U,10,34,19,63,262,24.045801526717558,False
15085227,015,000003,Nordharz,OT Heudeber,U,33,57,18,108,610,17.704918032786885,False
15085227,015,000004,Nordharz,OT Langeln,U,23,47,28,98,506,19.367588932806324,False
15085227,015,000005,Nordharz,OT Schmatzfeld,U,14,19,6,39,211,18.48341232227488,False
15085227,015,000006,Nordharz,OT Stapelburg,U,61,60,34,155,702,22.07977207977208,False
15085227,015,000007,Nordharz,OT Veckenstedt,U,33,109,57,199,677,29.394387001477106,False
15085227,015,000008,Nordharz,OT Wasserleben,U,46,91,46,183,649,28.19722650231125,False
15085227,015,000998,Nordharz,Briefwahl Nordharz,B,94,196,113,403,1094,36.83729433272395,False
15085230,015,000010,"Osterwieck, Stadt",OT Berßel,U,20,33,14,67,333,20.12012012012012,False
15085230,015,000020,"Osterwieck, Stadt",OT Bühne,U,7,17,8,32,165,19.393939393939394,False
15085230,015,000021,"Osterwieck, Stadt",OT Bühne-Hoppenstedt,U,3,12,2,17,98,17.346938775510203,False
15085230,015,000030,"Osterwieck, Stadt",OT Dardesheim,U,19,66,27,112,413,27.11864406779661,False
15085230,015,000040,"Osterwieck, Stadt",OT Deersheim,U,37,66,16,119,396,30.050505050505052,False
15085230,015,000050,"Osterwieck, Stadt",OT Hessen,U,50,42,23,115,626,18.370607028753994,False
15085230,015,000060,"Osterwieck, Stadt",OT Lüttgenrode,U,8,19,8,35,212,16.50943396226415,False
15085230,015,000061,"Osterwieck, Stadt",OT Stötterlingen,U,9,13,11,33,90,36.666666666666664,False
15085230,015,000070,"Osterwieck, Stadt",OT Osterode,U,7,7,6,20,99,20.2020202020202,False
15085230,015,000080,"Osterwieck, Stadt","Osterwieck I, Kita",U,33,51,49,133,544,24.448529411764707,False
15085230,015,000081,"Osterwieck, Stadt","Osterwieck II, Schäfers Hof",U,36,39,48,123,541,22.735674676524955,False
15085230,015,000082,"Osterwieck, Stadt",Bunter Hof,U,34,56,54,144,556,25.899280575539567,False
15085230,015,000090,"Osterwieck, Stadt",OT Rhoden,U,24,26,8,58,205,28.29268292682927,False
15085230,015,000100,"Osterwieck, Stadt",OT Rohrsheim,U,18,8,10,36,248,14.516129032258064,False
15085230,015,000110,"Osterwieck, Stadt",OT Schauen,U,20,25,13,58,258,22.48062015503876,False
15085230,015,000120,"Osterwieck, Stadt",OT Veltheim,U,8,15,12,35,187,18.71657754010695,False
15085230,015,000130,"Osterwieck, Stadt",OT Wülperode,U,10,21,21,52,150,34.666666666666664,False
15085230,015,000131,"Osterwieck, Stadt",OT Wülperode-Göddeckenrode,U,8,5,21,34,112,30.357142857142858,False
15085230,015,000140,"Osterwieck, Stadt",OT Zilly,U,23,33,18,74,382,19.3717277486911,False
15085230,015,000998,"Osterwieck, Stadt",Briefwahl Osterwieck,B,98,136,65,299,817,36.59730722154223,False
15085230,015,000999,"Osterwieck, Stadt",Briefwahl Osterwieck,B,61,104,49,214,664,32.2289156626506,False
15085145,016,000001,"Harzgerode, Stadt",Harzgerode I Rathaus,U,22,34,36,92,396,23.232323232323232,False
15085145,016,000002,"Harzgerode, Stadt",Harzgerode II Feuerwehrdepot,U,32,30,15,77,412,18.689320388349515,False
15085145,016,000003,"Harzgerode, Stadt",Harzgerode III Grundschule,U,22,28,25,75,426,17.6056338028169,False
15085145,016,000004,"Harzgerode, Stadt",Harzgerode IV Ostharzstübchen,U,21,17,9,47,261,18.007662835249043,False
15085145,016,000005,"Harzgerode, Stadt",OT Dankerode,U,24,34,12,70,362,19.337016574585636,False
15085145,016,000006,"Harzgerode, Stadt",OT Güntersberge,U,32,26,16,74,306,24.18300653594771,False
15085145,016,000007,"Harzgerode, Stadt",OT Königerode,U,18,20,13,51,397,12.846347607052897,False
15085145,016,000008,"Harzgerode, Stadt",OT Neudorf,U,20,20,15,55,302,18.211920529801326,False
15085145,016,000009,"Harzgerode, Stadt",OT Schielo,U,13,11,5,29,191,15.18324607329843,False
15085145,016,000010,"Harzgerode, Stadt",OT Siptenfelde,U,17,9,5,31,255,12.156862745098039,False
15085145,016,000011,"Harzgerode, Stadt",OT Straßberg,U,13,19,21,53,314,16.878980891719745,False
15085145,016,000998,"Harzgerode, Stadt",Briefwahl Harzgerode,B,52,91,43,186,634,29.337539432176655,False
15085145,016,000999,"Harzgerode, Stadt",Briefwahl Harzgerode,B,46,61,31,138,515,26.796116504854368,False
15085228,016,000001,"Oberharz am Brocken, Stadt",OT Benneckenstein,U,50,43,30,123,757,16.248348745046236,False
15085228,016,000002,"Oberharz am Brocken, Stadt",OT Elbingerode I,U,46,75,37,158,805,19.627329192546583,False
15085228,016,000003,"Oberharz am Brocken, Stadt",OT Elbingerode II,U,37,61,30,128,546,23.44322344322344,False
15085228,016,000004,"Oberharz am Brocken, Stadt",OT Elend,U,14,17,10,41,171,23.976608187134502,False
15085228,016,000005,"Oberharz am Brocken, Stadt",OT Hasselfelde,U,44,56,24,124,813,15.252152521525215,False
15085228,016,000006,"Oberharz am Brocken, Stadt",OT Königshütte,U,6,19,13,38,215,17.674418604651162,False
15085228,016,000007,"Oberharz am Brocken, Stadt",OT Rübeland,U,20,39,19,78,322,24.22360248447205,False
15085228,016,000008,"Oberharz am Brocken, Stadt",OT Stiege,U,16,22,18,56,362,15.469613259668508,False
15085228,016,000009,"Oberharz am Brocken, Stadt",OT Tanne / Sorge,U,17,23,8,48,275,17.454545454545453,False
15085228,016,000010,"Oberharz am Brocken, Stadt",OT Trautenstein,U,11,11,4,26,204,12.745098039215685,False
15085228,016,000901,"Oberharz am Brocken, Stadt",Briefwahl Oberharz am Brocken,B,45,100,33,178,579,30.7426597582038,False
15085228,016,000902,"Oberharz am Brocken, Stadt",Briefwahl Oberharz am Brocken,B,104,185,74,363,1252,28.99361022364217,False
15085370,016,000001,"Wernigerode, Stadt",Altstadt,U,61,112,89,262,689,38.02612481857765,False
15085370,016,000002,"Wernigerode, Stadt",Neustadt,U,48,81,64,193,577,33.44887348353553,False
15085370,016,000003,"Wernigerode, Stadt",Mühlental,U,45,101,88,234,663,35.294117647058826,False
15085370,016,000004,"Wernigerode, Stadt",Zwölfmorgental,U,53,120,86,259,666,38.888888888888886,False
15085370,016,000005,"Wernigerode, Stadt",Unteres Hasserode,U,53,119,100,272,734,37.05722070844686,False
15085370,016,000006,"Wernigerode, Stadt",Hasserode Mitte,U,52,130,85,267,671,39.79135618479881,False
15085370,016,000007,"Wernigerode, Stadt",Oberes Hasserode,U,51,127,104,282,813,34.686346863468636,False
15085370,016,000008,"Wernigerode, Stadt",Ilsenburger Str.,U,59,149,83,291,915,31.80327868852459,False
15085370,016,000009,"Wernigerode, Stadt",Harzblick,U,78,81,52,211,770,27.4025974025974,False
15085370,016,000010,"Wernigerode, Stadt",Charlottenlust,U,70,111,47,228,755,30.198675496688743,False
15085370,016,000011,"Wernigerode, Stadt",Hundertmorgenfeld,U,48,135,79,262,944,27.75423728813559,False
15085370,016,000012,"Wernigerode, Stadt",Kohlgarten,U,72,126,85,283,1019,27.77232580961727,False
15085370,016,000013,"Wernigerode, Stadt",Stadtfeld,U,69,98,67,234,792,29.545454545454547,False
15085370,016,000014,"Wernigerode, Stadt",Burgbreite,U,84,115,52,251,842,29.80997624703088,False
15085370,016,000015,"Wernigerode, Stadt",Burgbreite Ost,U,96,124,89,309,1004,30.776892430278885,False
15085370,016,000016,"Wernigerode, Stadt",OT Benzingerode,U,24,61,30,115,433,26.55889145496536,False
15085370,016,000017,"Wernigerode, Stadt",OT Minsleben,U,16,37,22,75,277,27.075812274368232,False
15085370,016,000018,"Wernigerode, Stadt",OT Silstedt,U,35,59,26,120,560,21.428571428571427,False
15085370,016,000019,"Wernigerode, Stadt",OT Schierke,U,10,29,7,46,262,17.557251908396946,False
15085370,016,000020,"Wernigerode, Stadt",OT Reddeber,U,18,45,25,88,381,23.097112860892388,False
15085370,016,000994,"Wernigerode, Stadt",Briefwahl Wernigerode,B,117,200,131,448,1004,44.62151394422311,False
15085370,016,000995,"Wernigerode, Stadt",Briefwahl Wernigerode,B,103,220,121,444,996,44.57831325301205,False
15085370,016,000996,"Wernigerode, Stadt",Briefwahl Wernigerode,B,95,228,153,476,991,48.03229061553986,False
15085370,016,000997,"Wernigerode, Stadt",Briefwahl Wernigerode,B,90,218,141,449,992,45.26209677419355,False
15085370,016,000998,"Wernigerode, Stadt",Briefwahl Wernigerode,B,90,210,149,449,985,45.58375634517766,False
15085370,016,000999,"Wernigerode, Stadt",Briefwahl Wernigerode,B,97,246,136,479,1103,43.42701722574796,False
15085040,017,000001,"Ballenstedt, Stadt",Gymnasium,U,61,71,66,198,811,24.41430332922318,False
15085040,017,000002,"Ballenstedt, Stadt",Brinckmeier-Grundschule,U,60,52,77,189,742,25.471698113207548,False
15085040,017,000003,"Ballenstedt, Stadt",Gemeindehaus Nicolaikirche,U,58,50,24,132,707,18.67043847241867,False
15085040,017,000004,"Ballenstedt, Stadt",OT Opperode,U,11,12,11,34,216,15.74074074074074,False
15085040,017,000005,"Ballenstedt, Stadt",OT Badeborn,U,37,34,15,86,508,16.929133858267715,False
15085040,017,000006,"Ballenstedt, Stadt",OT Radisleben,U,11,14,6,31,231,13.41991341991342,False
15085040,017,000007,"Ballenstedt, Stadt",OT Rieder,U,50,52,37,139,868,16.013824884792626,False
15085040,017,000998,"Ballenstedt, Stadt",Briefwahl Ballenstedt,B,62,57,34,153,562,27.224199288256226,False
15085040,017,000999,"Ballenstedt, Stadt",Briefwahl Ballenstedt,B,93,123,96,312,935,33.36898395721925,False
15085090,017,000993,Ditfurt,Briefwahl Ditfurt,B,14,16,17,47,159,29.559748427672957,False
15085090,017,006001,Ditfurt,Ditfurt,U,43,44,56,143,795,17.9874213836478,False
15085140,017,000994,Harsleben,Briefwahl Harsleben,B,39,57,28,124,395,31.39240506329114,False
15085140,017,003001,Harsleben,Harsleben,U,67,85,50,202,1102,18.330308529945555,False
15085160,017,000992,Hedersleben,Briefwahl Hedersleben,B,12,11,6,29,148,19.594594594594593,False
15085160,017,008001,Hedersleben,Hedersleben,U,33,14,17,64,708,9.03954802259887,False
15085235,017,000001,"Quedlinburg, Welterbestadt",Marktgrundschule,U,74,60,101,235,785,29.936305732484076,False
15085235,017,000002,"Quedlinburg, Welterbestadt",Marktgrundschule,U,50,47,109,206,651,31.643625192012287,False
15085235,017,000003,"Quedlinburg, Welterbestadt",Neustädter Grundschule,U,65,54,86,205,722,28.393351800554015,False
15085235,017,000004,"Quedlinburg, Welterbestadt",Montessori-Kinderhaus,U,50,48,72,170,692,24.566473988439306,False
15085235,017,000005,"Quedlinburg, Welterbestadt",Montessori-Kinderhaus,U,57,61,76,194,883,21.970554926387315,False
15085235,017,000006,"Quedlinburg, Welterbestadt","""Integrationsgrundschule ""Am Kleers""",U,49,40,47,136,628,21.656050955414013,False
15085235,017,000007,"Quedlinburg, Welterbestadt","""Integrationsgrundschule ""Am Kleers""",U,43,28,36,107,536,19.96268656716418,False
15085235,017,000008,"Quedlinburg, Welterbestadt",Wohnungswirtschafts GmbH,U,57,71,64,192,833,23.04921968787515,False
15085235,017,000009,"Quedlinburg, Welterbestadt",Kita Süderstadt - Anne Frank,U,56,50,30,136,735,18.503401360544217,False
15085235,017,000010,"Quedlinburg, Welterbestadt","Grundschule ""Am Heinrichsplatz""",U,64,71,50,185,888,20.833333333333332,False
15085235,017,000011,"Quedlinburg, Welterbestadt",OT Bad Suderode,U,37,43,48,128,607,21.087314662273474,False
15085235,017,000012,"Quedlinburg, Welterbestadt",OT Gernrode Grundschule,U,30,34,28,92,616,14.935064935064934,False
15085235,017,000013,"Quedlinburg, Welterbestadt",OT Gernrode Kita,U,46,45,44,135,734,18.392370572207085,False
15085235,017,000995,"Quedlinburg, Welterbestadt",Briefwahl Welterbestadt Quedlinburg,B,103,137,159,399,1053,37.89173789173789,False
15085235,017,000996,"Quedlinburg, Welterbestadt",Briefwahl Welterbestadt Quedlinburg,B,106,160,167,433,1069,40.50514499532273,False
15085235,017,000997,"Quedlinburg, Welterbestadt",Briefwahl Welterbestadt Quedlinburg,B,93,139,141,373,1047,35.62559694364852,False
15085235,017,000998,"Quedlinburg, Welterbestadt",Briefwahl Welterbestadt Quedlinburg,B,130,150,143,423,1056,40.05681818181818,False
15085235,017,000999,"Quedlinburg, Welterbestadt",Briefwahl Welterbestadt Quedlinburg,B,114,134,155,403,1059,38.0547686496695,False
15085287,017,000991,Selke-Aue,Briefwahl Selke-Aue,B,9,13,5,27,120,22.5,False
15085287,017,009001,Selke-Aue,OT Wedderstedt,U,18,13,14,45,226,19.911504424778762,False
15085287,017,009002,Selke-Aue,OT Heteborn,U,7,7,4,18,196,9.183673469387756,False
15085287,017,009003,Selke-Aue,OT Hausneindorf,U,33,24,18,75,386,19.430051813471504,False
15085330,017,000001,"Thale, Stadt",Klubhaus,U,56,58,89,203,943,21.527041357370095,False
15085330,017,000002,"Thale, Stadt",Rathaus,U,55,61,40,156,894,17.449664429530202,False
15085330,017,000003,"Thale, Stadt","""GS ""Auf den Höhen""",U,55,64,32,151,707,21.35785007072136,False
15085330,017,000004,"Thale, Stadt","""GS ""Auf den Höhen""",U,64,87,54,205,825,24.848484848484848,False
15085330,017,000005,"Thale, Stadt","Aus- und Fortbildungsinstitut ""LISA""",U,67,66,49,182,881,20.6583427922815,False
15085330,017,000006,"Thale, Stadt",OT Allrode,U,15,15,11,41,260,15.76923076923077,False
15085330,017,000007,"Thale, Stadt",OT Altenbrak,U,7,5,6,18,129,13.953488372093023,False
15085330,017,000008,"Thale, Stadt",OT Friedrichsbrunn,U,17,25,34,76,433,17.551963048498845,False
15085330,017,000009,"Thale, Stadt",OT Neinstedt,U,40,56,61,157,685,22.919708029197082,False
15085330,017,000010,"Thale, Stadt",OT Stecklenberg,U,12,16,19,47,234,20.085470085470085,False
15085330,017,000011,"Thale, Stadt",OT Treseburg,U,3,0,4,7,37,18.91891891891892,False
15085330,017,000012,"Thale, Stadt",OT Warnstedt,U,14,30,23,67,326,20.552147239263803,False
15085330,017,000013,"Thale, Stadt",OT Weddersleben,U,32,42,30,104,471,22.08067940552017,False
15085330,017,000014,"Thale, Stadt",OT Westerhausen,U,43,70,40,153,945,16.19047619047619,False
15085330,017,000996,"Thale, Stadt",Briefwahl Thale,B,84,108,64,256,730,35.06849315068493,False
15085330,017,000997,"Thale, Stadt",Briefwahl Thale,B,73,92,85,250,724,34.530386740331494,False
15085330,017,000998,"Thale, Stadt",Briefwahl Thale,B,64,107,55,226,642,35.202492211838006,False
15085330,017,000999,"Thale, Stadt",Briefwahl Thale,B,65,71,47,183,685,26.715328467153284,False
15085365,017,000995,"Wegeleben, Stadt",Briefwahl Wegeleben,B,45,39,24,108,398,27.1356783919598,False
15085365,017,001001,"Wegeleben, Stadt",Stadt Wegeleben,U,62,39,33,134,825,16.242424242424242,False
