AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
08436006,Amtzell,3231.0,1987,1244,0,2845,1205,17,2828,1220,297,469.0,183,409,136,,77.0,,,37.0,,,,,,,,,,,5,2840,1129,315,420,184,416,143,14,56,20,13,25,7,4,0,2,92,,,,,,,,0.0017605633802816902,0.013083451202263084,0.008802816901408451,0.0007042253521126761,,0.0323943661971831,0.4314002828854314,,0.01971830985915493,,,0.004929577464788733,,,,0.10502121640735503,,,0.006011315417256012,0.0014084507042253522,,,1.0,0.06471004243281471,0.007042253521126761,0.39753521126760566,,0.0,0.0024647887323943664,0.11091549295774648,,0.04809052333804809,0.027227722772277228,0.05035211267605634,0.0647887323943662,,0.14788732394366197,0.16584158415841585,0.14647887323943662,1.0,0.004577464788732394,,,0.14462517680339462
08436008,Aulendorf-_Stadt,7618.0,5172,2446,0,6257,2348,69,6188,2168,669,708.0,337,1795,296,,164.0,,,51.0,,,,,,,,,,,38,6219,1920,676,591,294,1808,319,33,92,45,36,36,30,12,4,8,315,,,,,,,,0.006110307123331726,0.008241758241758242,0.005788712011577424,0.0012863804470172053,,0.05065123010130246,0.35035552682611504,,0.01479337514069786,,,0.005306319343945972,,,,0.10811247575953459,,,0.011150614091790563,0.001929570670525808,,,1.0,0.054460245636716226,0.00723589001447178,0.3087313072841293,,0.0006431902235086027,0.00482392667631452,0.10869914777295385,,0.04783451842275371,0.026502908855850032,0.05129442032481106,0.0472744814278823,,0.09503135552339605,0.11441499676793794,0.2907219810258884,1.0,0.005788712011577424,,,0.2900775694893342
08436009,Bad_Waldsee-_Stadt,15132.0,9877,5255,0,12608,5045,90,12518,5322,1279,1478.0,693,2582,655,,353.0,,,156.0,,,,,,,,,,,52,12556,4791,1349,1346,708,2629,661,52,205,79,42,85,42,16,4,13,534,,,,,,,,0.00414144632048423,0.012462054641316504,0.0067696718700223,0.0010353615801210576,,0.04252946798343422,0.4251477871864515,,0.01632685568652437,,,0.00414144632048423,,,,0.10217287106566544,,,0.0071896469084518294,0.0012742911755336094,,,1.0,0.05536028119507909,0.006291812679197197,0.3815705638738452,,0.00031857279388340236,0.003345014335775725,0.10743867473717744,,0.05232465250039942,0.028199392874261063,0.05264415418923224,0.056387384517362214,,0.10719974514176489,0.11806997922990893,0.2093819687798662,1.0,0.003345014335775725,,,0.20626298130691803
08436010,Bad_Wurzach-_Stadt,10618.0,7574,3044,0,9005,2905,78,8927,3872,989,846.0,379,1953,360,,313.0,150.0,,65.0,,,,,,,,,,,57,8948,3627,812,793,497,2052,403,37,161,72,24,31,45,17,3,11,363,,,,,,,,0.006370138578453285,0.007281281505544976,0.0034644613321412605,0.0012293249888243184,,0.040567724631202506,0.43374033829954073,,0.017992847563701387,,,0.004135002235136343,,,0.016802957320488407,0.11078749859975355,,,0.008737537806653971,0.001899865891819401,,,1.0,0.04245547216310071,0.008046490835940992,0.4053419758605275,,0.0003352704514975414,0.00502905677246312,0.09074653553866786,,0.040327097569172174,0.03506217094208581,0.045037997317836385,0.055543138131426015,,0.08862315601251676,0.09476867928755461,0.2293249888243183,1.0,0.002682163611980331,,,0.21877450431275905
08436011,Baienfurt,5067.0,3656,1411,0,4230,1343,44,4186,1634,439,531.0,256,876,272,,130.0,,,48.0,,,,,,,,,,,25,4205,1508,499,443,217,879,255,15,70,33,17,26,10,10,0,4,219,,,,,,,,0.005945303210463734,0.011466794075489728,0.006183115338882283,0.0009512485136741974,,0.052080856123662304,0.3903487816531295,,0.016646848989298454,,,0.0035671819262782403,,,,0.10487338748208314,,,0.01051122790253225,0.0023781212841854932,,,1.0,0.061156235069278544,0.007847800237812128,0.3586206896551724,,0.0,0.0023781212841854932,0.11866825208085613,,0.06497849976110846,0.031055900621118012,0.06064209274673008,0.05160523186682521,,0.10535077288941735,0.12685140946010512,0.20903686087990486,1.0,0.004042806183115339,,,0.20926899187768752
08436012,Baindt,3822.0,2684,1136,2,3232,1108,15,3217,1260,295,368.0,227,714,186,,110.0,,,57.0,,,,,,,,,,,9,3223,1158,334,324,205,730,181,14,53,24,20,26,18,5,1,2,128,,,,,,,,0.0027924294135898233,0.01771837115324837,0.008067018305926156,0.0006205398696866273,,0.03971455165994415,0.39166925707180605,,0.016444306546695625,,,0.004343779087806391,,,,0.0917003419334784,,,0.0046627292508548334,0.0015513496742165685,,,1.0,0.07056263599626982,0.007446478436239528,0.3592925845485572,,0.00031026993484331366,0.005584858827179647,0.10363015823766678,,0.05781784271059994,0.034193347839602116,0.056158858206639774,0.0636053366428793,,0.10052745888923363,0.11439229095430525,0.226497052435619,1.0,0.006205398696866274,,,0.22194591234069008
08436013,Berg,3356.0,2274,1082,0,3002,1040,17,2985,1141,277,393.0,397,521,145,,70.0,,,41.0,,,,,,,,,,,13,2989,1122,328,361,259,553,141,12,32,22,13,22,12,5,3,5,99,,,,,,,,0.004349280695884911,0.01373534338358459,0.007360321177651389,0.0016728002676480427,,0.03312144529943125,0.38224455611390284,,0.010705921712947474,,,0.004014720642355303,,,,0.09279731993299832,,,0.005695142378559464,0.0016728002676480427,,,1.0,0.13299832495812394,0.007360321177651389,0.3753763800602208,,0.0010036801605888257,0.004014720642355303,0.1097356975577116,,0.048576214405360134,0.023450586264656615,0.047172967547674804,0.08665105386416862,,0.12077617932418869,0.13165829145728644,0.18501170960187355,1.0,0.004349280695884911,,,0.1745393634840871
08436014,Bergatreute,2485.0,1761,724,0,2186,685,16,2170,918,181,246.0,117,528,100,,60.0,,,20.0,,,,,,,,,,,7,2179,805,217,210,105,547,106,7,35,12,15,10,2,8,1,2,97,,,,,,,,0.0032124827902707664,0.009216589861751152,0.004589261128958238,0.0009178522257916476,,0.0445158329508949,0.42304147465437786,,0.016062413951353834,,,0.0032124827902707664,,,,0.08341013824884792,,,0.007373271889400922,0.0036714089031665903,,,1.0,0.05391705069124424,0.005507113354749885,0.3694355208811381,,0.0004589261128958238,0.0009178522257916476,0.09958696649839376,,0.04608294930875576,0.027649769585253458,0.04864616796695732,0.048187241854061494,,0.09637448370812299,0.11336405529953918,0.2510325837540156,1.0,0.006883891693437357,,,0.24331797235023042
08436018,Bodnegg,2492.0,1594,898,0,2074,871,14,2060,816,207,365.0,139,339,99,,58.0,,,37.0,,,,,,,,,,,13,2061,761,213,348,103,360,95,12,42,10,15,21,6,4,1,1,69,,,,,,,,0.006307617661329452,0.017961165048543688,0.010189228529839884,0.00048520135856380397,,0.033478893740902474,0.39611650485436894,,0.020378457059679767,,,0.005822416302765648,,,,0.10048543689320388,,,0.006796116504854369,0.0019408054342552159,,,1.0,0.06747572815533981,0.0048520135856380394,0.36923823386705484,,0.00048520135856380397,0.002911208151382824,0.10334788937409024,,0.048058252427184464,0.02815533980582524,0.046094129063561376,0.04997573993207181,,0.16885007278020378,0.17718446601941748,0.17467248908296942,1.0,0.00727802037845706,,,0.1645631067961165
08436019,Boms,523.0,400,123,0,343,0,3,340,135,33,29.0,10,101,18,,8.0,,,6.0,,,,,,,,,,,1,342,116,34,28,6,101,19,4,8,3,1,1,2,1,1,0,17,,,,,,,,0.0029239766081871343,0.01764705882352941,0.0029239766081871343,0.0,,0.049707602339181284,0.39705882352941174,,0.023391812865497075,,,0.011695906432748537,,,,0.09705882352941177,,,0.008823529411764706,0.0029239766081871343,,,1.0,0.029411764705882353,0.008771929824561403,0.3391812865497076,,0.0029239766081871343,0.005847953216374269,0.09941520467836257,,0.052941176470588235,0.023529411764705882,0.05555555555555555,0.017543859649122806,,0.08187134502923976,0.08529411764705883,0.2953216374269006,1.0,0.0029239766081871343,,,0.29705882352941176
08436024,Ebenweiler,1052.0,765,287,0,916,270,6,910,353,72,97.0,56,235,46,,35.0,,,16.0,,,,,,,,,,,4,912,331,82,75,52,231,54,4,28,8,13,1,1,0,0,1,31,,,,,,,,0.0043859649122807015,0.017582417582417582,0.0010964912280701754,0.0010964912280701754,,0.03399122807017544,0.3879120879120879,,0.03070175438596491,,,0.0043859649122807015,,,,0.07912087912087912,,,0.006593406593406593,0.0,,,1.0,0.06153846153846154,0.008771929824561403,0.36293859649122806,,0.0,0.0010964912280701754,0.08991228070175439,,0.05054945054945055,0.038461538461538464,0.05921052631578947,0.05701754385964912,,0.08223684210526316,0.10659340659340659,0.2532894736842105,1.0,0.01425438596491228,,,0.25824175824175827
08436027,Eichstegen,394.0,284,110,0,245,0,1,244,106,15,18.0,13,71,12,,8.0,,,1.0,,,,,,,,,,,1,244,94,12,13,18,65,17,1,2,4,0,2,0,0,0,2,14,,,,,,,,0.004098360655737705,0.004098360655737705,0.00819672131147541,0.00819672131147541,,0.05737704918032787,0.4344262295081967,,0.00819672131147541,,,0.004098360655737705,,,,0.06147540983606557,,,0.004098360655737705,0.0,,,1.0,0.05327868852459016,0.01639344262295082,0.38524590163934425,,0.0,0.0,0.04918032786885246,,0.04918032786885246,0.03278688524590164,0.06967213114754098,0.07377049180327869,,0.05327868852459016,0.07377049180327869,0.26639344262295084,1.0,0.0,,,0.29098360655737704
08436032,Fleischwangen,492.0,368,124,0,442,116,6,436,207,37,36.0,29,90,21,,13.0,,,3.0,,,,,,,,,,,4,438,196,41,31,27,91,21,2,9,4,0,1,2,2,1,0,10,,,,,,,,0.0091324200913242,0.006880733944954129,0.00228310502283105,0.0,,0.0228310502283105,0.47477064220183485,,0.02054794520547945,,,0.0045662100456621,,,,0.08486238532110092,,,0.013761467889908258,0.0045662100456621,,,1.0,0.06651376146788991,0.0091324200913242,0.4474885844748858,,0.00228310502283105,0.0045662100456621,0.09360730593607305,,0.0481651376146789,0.02981651376146789,0.04794520547945205,0.06164383561643835,,0.07077625570776255,0.08256880733944955,0.20776255707762556,1.0,0.0,,,0.20642201834862386
08436039,Grünkraut,2322.0,1515,807,0,2020,786,17,2003,804,206,311.0,103,372,111,,72.0,,,24.0,,,,,,,,,,,12,2008,724,227,290,80,378,116,7,43,14,9,15,9,0,0,4,92,,,,,,,,0.00597609561752988,0.011982026959560658,0.007470119521912351,0.00199203187250996,,0.045816733067729085,0.40139790314528206,,0.02141434262948207,,,0.0034860557768924302,,,,0.10284573140289566,,,0.008487269096355467,0.0,,,1.0,0.05142286570144783,0.0069721115537848604,0.3605577689243028,,0.0,0.004482071713147411,0.11304780876494024,,0.05541687468796805,0.03594608087868198,0.05776892430278884,0.0398406374501992,,0.14442231075697212,0.15526709935097355,0.18824701195219123,1.0,0.004482071713147411,,,0.18572141787319021
08436040,Guggenhausen,146.0,120,26,0,109,0,1,108,41,6,20.0,7,27,2,,5.0,,,0.0,,,,,,,,,,,0,109,43,5,19,5,28,5,1,2,0,0,0,0,0,0,0,1,,,,,,,,0.0,0.0,0.0,0.0,,0.009174311926605505,0.37962962962962965,,0.01834862385321101,,,0.009174311926605505,,,,0.05555555555555555,,,0.009259259259259259,0.0,,,1.0,0.06481481481481481,0.0,0.3944954128440367,,0.0,0.0,0.045871559633027525,,0.018518518518518517,0.046296296296296294,0.045871559633027525,0.045871559633027525,,0.1743119266055046,0.18518518518518517,0.25688073394495414,1.0,0.0,,,0.25
08436047,Hoßkirch,569.0,355,214,0,497,208,6,491,234,41,55.0,24,85,28,,21.0,,,3.0,,,,,,,,,,,3,494,208,42,54,23,90,30,1,6,6,0,0,5,1,0,2,26,,,,,,,,0.006072874493927126,0.006109979633401222,0.0,0.004048582995951417,,0.05263157894736842,0.47657841140529533,,0.012145748987854251,,,0.0020242914979757085,,,,0.0835030549898167,,,0.012219959266802444,0.0020242914979757085,,,1.0,0.048879837067209775,0.012145748987854251,0.42105263157894735,,0.0,0.010121457489878543,0.08502024291497975,,0.05702647657841141,0.04276985743380855,0.06072874493927125,0.0465587044534413,,0.10931174089068826,0.1120162932790224,0.18218623481781376,1.0,0.0,,,0.17311608961303462
08436049,Isny_im_Allgäu-_Stadt,10658.0,7612,3046,0,8707,2920,70,8637,3263,1174,1220.0,411,1525,584,,314.0,,,146.0,,,,,,,,,,,52,8655,2920,1204,1087,437,1529,570,47,183,83,38,59,44,22,4,13,415,,,,,,,,0.006008087810514154,0.016904017598703254,0.00681686886192952,0.0015020219526285384,,0.047949162333911034,0.377793215236772,,0.021143847487001734,,,0.005430387059503178,,,,0.13592682644436727,,,0.008104665971981012,0.002541883304448296,,,1.0,0.04758596734977423,0.009589832466782206,0.3373772385904102,,0.00046216060080878107,0.005083766608896592,0.1391103408434431,,0.06761607039481302,0.036355215931457685,0.0658578856152513,0.05049104563835933,,0.12559214326978624,0.14125274979738336,0.17666088965915655,1.0,0.00439052570768342,,,0.1765659372467292
08436052,Kißlegg,6940.0,4787,2153,0,5898,2066,49,5849,2440,812,744.0,210,993,249,,237.0,103.0,,61.0,,,,,,,,,,,34,5864,2266,713,683,265,1039,328,46,129,40,21,33,43,11,1,10,236,,,,,,,,0.005798090040927694,0.010429133185159856,0.0056275579809004096,0.0017053206002728514,,0.04024556616643929,0.4171653274063943,,0.021998635743519783,,,0.007844474761255117,,,0.017609847837237135,0.1388271499401607,,,0.008377500427423492,0.0018758526603001365,,,1.0,0.035903573260386394,0.0068212824010914054,0.3864256480218281,,0.00017053206002728513,0.007332878581173261,0.1215893587994543,,0.04257137972302958,0.040519746965293216,0.05593451568894952,0.04519099590723056,,0.11647339699863575,0.12720123097965463,0.17718281036834924,1.0,0.0035811732605729877,,,0.1697726107026842
08436053,Königseggwald,548.0,396,152,0,342,0,2,340,141,25,25.0,24,89,21,,9.0,,,6.0,,,,,,,,,,,0,342,134,28,18,24,85,19,3,5,3,1,3,2,0,0,0,17,,,,,,,,0.0,0.01764705882352941,0.008771929824561403,0.0,,0.049707602339181284,0.4147058823529412,,0.014619883040935672,,,0.008771929824561403,,,,0.07352941176470588,,,0.0058823529411764705,0.0,,,1.0,0.07058823529411765,0.008771929824561403,0.391812865497076,,0.0,0.005847953216374269,0.08187134502923976,,0.061764705882352944,0.026470588235294117,0.05555555555555555,0.07017543859649122,,0.05263157894736842,0.07352941176470588,0.24853801169590642,1.0,0.0029239766081871343,,,0.26176470588235295
08436055,Leutkirch_im_Allgäu-_Stadt,16910.0,11827,5083,0,14173,4861,121,14052,5826,1352,1849.0,564,3051,785,,431.0,,,194.0,,,,,,,,,,,67,14106,5169,1444,1609,650,3098,796,87,290,112,51,113,59,13,1,18,596,,,,,,,,0.004749751878633206,0.013805863933959578,0.008010775556500779,0.0012760527435133986,,0.04225152417411031,0.414602903501281,,0.02055862753438253,,,0.00616758826031476,,,,0.09621406205522345,,,0.00861087389695417,0.0009215936480930101,,,1.0,0.04013663535439795,0.007939883737416702,0.3664398128455976,,7.08918190840777e-05,0.0041826173259605845,0.1023677867574082,,0.055863933959578706,0.03067179049245659,0.056429887990925846,0.046079682404650504,,0.11406493690628101,0.1315826928551096,0.2196228555224727,1.0,0.0036154827732879625,,,0.21712211784799318
08436064,Ravensburg-_Stadt,35738.0,24490,11248,0,29569,10690,249,29320,10359,3572,5860.0,1779,4445,2174,,618.0,,,513.0,,,,,,,,,,,155,29414,9566,3803,5093,1740,4620,2287,81,290,211,140,321,89,54,13,28,1078,,,,,,,,0.005269599510437207,0.017496589358799455,0.010913170599034473,0.0009519276534983341,,0.03664921465968586,0.3533083219645293,,0.009859250696947031,,,0.0027537907119058952,,,,0.12182810368349249,,,0.0084924965893588,0.00183586047460393,,,1.0,0.06067530695770805,0.007173454817433875,0.3252192833344666,,0.000441966410552798,0.0030257700414768477,0.1292921737947916,,0.07414733969986358,0.021077762619372442,0.07775209084109608,0.059155504181682195,,0.1731488406881077,0.19986357435197818,0.15706806282722513,1.0,0.00475963826749167,,,0.15160300136425647
08436067,Riedhausen,574.0,414,160,0,501,158,2,499,238,30,62.0,23,93,30,,16.0,,,7.0,,,,,,,,,,,2,499,212,33,49,30,97,36,1,16,3,4,5,1,0,0,0,12,,,,,,,,0.004008016032064128,0.014028056112224449,0.01002004008016032,0.0,,0.02404809619238477,0.47695390781563124,,0.03206412825651302,,,0.002004008016032064,,,,0.06012024048096192,,,0.004008016032064128,0.0,,,1.0,0.04609218436873747,0.006012024048096192,0.4248496993987976,,0.0,0.002004008016032064,0.06613226452905811,,0.06012024048096192,0.03206412825651302,0.07214428857715431,0.06012024048096192,,0.09819639278557114,0.12424849699398798,0.19438877755511022,1.0,0.008016032064128256,,,0.18637274549098196
08436069,Schlier,2968.0,1884,1084,0,2662,1064,17,2645,998,256,437.0,164,481,127,,148.0,,,34.0,,,,,,,,,,,8,2654,935,283,388,158,500,153,10,52,25,9,27,13,4,0,0,97,,,,,,,,0.003014318010550113,0.01285444234404537,0.010173323285606632,0.0,,0.03654860587792012,0.37731568998109644,,0.019593067068575734,,,0.0037678975131876413,,,,0.09678638941398866,,,0.006427221172022685,0.0015071590052750565,,,1.0,0.06200378071833648,0.009419743782969104,0.35229841748304447,,0.0,0.0048982667671439335,0.10663149962321025,,0.04801512287334594,0.05595463137996219,0.05764883195177091,0.059532780708364735,,0.1461944235116805,0.16521739130434782,0.18839487565938207,1.0,0.003391107761868877,,,0.18185255198487713
08436077,Unterwaldhausen,206.0,161,45,0,146,0,2,144,51,14,30.0,6,24,14,,4.0,,,1.0,,,,,,,,,,,1,145,46,26,23,6,26,11,1,0,2,1,1,0,1,0,0,1,,,,,,,,0.006896551724137931,0.006944444444444444,0.006896551724137931,0.0,,0.006896551724137931,0.3541666666666667,,0.0,,,0.006896551724137931,,,,0.09722222222222222,,,0.013888888888888888,0.006896551724137931,,,1.0,0.041666666666666664,0.013793103448275862,0.31724137931034485,,0.0,0.0,0.1793103448275862,,0.09722222222222222,0.027777777777777776,0.07586206896551724,0.041379310344827586,,0.15862068965517243,0.20833333333333334,0.1793103448275862,1.0,0.006896551724137931,,,0.16666666666666666
08436078,Vogt,3479.0,2077,1402,0,3002,1341,18,2984,1124,335,443.0,157,526,215,,137.0,,,47.0,,,,,,,,,,,11,2991,1060,360,392,169,515,185,17,58,41,20,27,15,4,0,5,123,,,,,,,,0.0036776997659645604,0.015750670241286863,0.009027081243731194,0.001671681711802073,,0.041123370110330994,0.37667560321715815,,0.019391507856904047,,,0.0056837178201270475,,,,0.11226541554959786,,,0.006032171581769437,0.0013373453694416582,,,1.0,0.052613941018766756,0.013707790036776997,0.35439652290203943,,0.0,0.0050150451354062184,0.12036108324974924,,0.07205093833780161,0.04591152815013405,0.0618522233366767,0.056502841858910066,,0.13105984620528252,0.14845844504021447,0.1721832163156135,1.0,0.006686726847208292,,,0.17627345844504022
08436079,Waldburg,2542.0,1666,876,0,2267,841,16,2251,919,223,402.0,139,353,116,,65.0,,,34.0,,,,,,,,,,,5,2262,845,273,318,131,377,124,19,36,26,6,21,13,1,0,1,71,,,,,,,,0.0022104332449160036,0.015104398045313194,0.009283819628647215,0.0004420866489832007,,0.03138815207780725,0.40826299422478896,,0.015915119363395226,,,0.008399646330680813,,,,0.09906708129720124,,,0.007107952021323856,0.0004420866489832007,,,1.0,0.061750333185251,0.011494252873563218,0.3735632183908046,,0.0,0.005747126436781609,0.1206896551724138,,0.05153265215459796,0.028876055086628164,0.05481874447391689,0.05791335101679929,,0.14058355437665782,0.1785872945357619,0.16666666666666666,1.0,0.002652519893899204,,,0.1568191914704576
08436081,Wangen_im_Allgäu-_Stadt,20436.0,13920,6516,0,17214,6241,124,17090,6722,2141,2924.0,793,2524,1117,,579.0,,,290.0,,,,,,,,,,,70,17144,6002,2288,2526,846,2615,1216,94,360,152,71,141,91,30,3,16,693,,,,,,,,0.004083061129258049,0.016968987712112346,0.008224451703219785,0.0009332711152589828,,0.04042230517965469,0.3933294324166179,,0.020998600093327113,,,0.005482967802146524,,,,0.12527794031597425,,,0.007255705090696314,0.0017498833411105927,,,1.0,0.046401404330017555,0.008866075594960336,0.3500933271115259,,0.00017498833411105927,0.0053079794680354645,0.13345776948203453,,0.06535985956699825,0.03387946167349327,0.07092860475968268,0.04934671021931871,,0.1473401773215119,0.1710942071386776,0.15253149790013998,1.0,0.004141390573961736,,,0.14768870684610882
08436082,Weingarten-_Stadt,17534.0,12143,5391,0,14069,5030,92,13977,4531,1762,2387.0,793,2629,1248,,349.0,,,278.0,,,,,,,,,,,69,14000,3984,1839,2064,739,2694,1325,38,176,109,84,155,41,16,4,20,712,,,,,,,,0.004928571428571429,0.019889818988337984,0.01107142857142857,0.0014285714285714286,,0.05085714285714286,0.3241754310653216,,0.012571428571428572,,,0.0027142857142857142,,,,0.12606424840809902,,,0.006582242255133434,0.001142857142857143,,,1.0,0.056736066394791444,0.007785714285714286,0.2845714285714286,,0.00028571428571428574,0.0029285714285714284,0.13135714285714287,,0.0892895471131144,0.024969592902625744,0.09464285714285714,0.05278571428571428,,0.14742857142857144,0.17078056807612507,0.19242857142857142,1.0,0.006,,,0.18809472705158475
08436083,Wilhelmsdorf,3647.0,2686,961,0,2925,928,26,2899,962,328,555.0,140,567,228,,69.0,,,50.0,,,,,,,,,,,25,2900,869,333,477,120,570,245,15,60,17,14,31,12,20,1,4,112,,,,,,,,0.008620689655172414,0.017247326664367024,0.010689655172413793,0.001379310344827586,,0.038620689655172416,0.33183856502242154,,0.020689655172413793,,,0.005172413793103448,,,,0.11314246291824767,,,0.008968609865470852,0.006896551724137931,,,1.0,0.048292514660227666,0.0058620689655172415,0.2996551724137931,,0.0003448275862068965,0.004137931034482759,0.11482758620689655,,0.07864780958951363,0.023801310796826493,0.08448275862068966,0.041379310344827586,,0.16448275862068965,0.19144532597447395,0.19655172413793104,1.0,0.004827586206896552,,,0.19558468437392204
08436085,Wolfegg,2882.0,1928,953,1,2444,917,16,2428,999,252,332.0,116,453,150,,74.0,,,52.0,,,,,,,,,,,11,2433,897,288,273,118,466,147,16,47,18,9,26,12,4,1,1,110,,,,,,,,0.004521167283189478,0.0214168039538715,0.010686395396629675,0.0004110152075626798,,0.04521167283189478,0.4114497528830313,,0.019317714755445952,,,0.006576243321002877,,,,0.10378912685337727,,,0.006589785831960461,0.0016440608302507192,,,1.0,0.047775947281713346,0.007398273736128237,0.3686806411837238,,0.0004110152075626798,0.004932182490752158,0.11837237977805179,,0.06177924217462932,0.030477759472817133,0.06041923551171394,0.04849979449239622,,0.11220715166461159,0.13673805601317957,0.1915330867242088,1.0,0.0036991368680641184,,,0.18657331136738056
08436087,Wolpertswende,3078.0,2193,885,0,2670,860,25,2645,1123,242,295.0,222,558,111,,66.0,,,28.0,,,,,,,,,,,11,2659,1035,280,257,173,575,119,21,43,23,9,8,10,5,1,3,97,,,,,,,,0.004136893569010906,0.01058601134215501,0.003008649868371568,0.0011282437006393381,,0.036479879654005266,0.42457466918714554,,0.016171493042497178,,,0.007897705904475368,,,,0.09149338374291115,,,0.00945179584120983,0.00188040616773223,,,1.0,0.0839319470699433,0.008649868371568259,0.38924407672057165,,0.000376081233546446,0.00376081233546446,0.1053027453930049,,0.04196597353497165,0.02495274102079395,0.04475366679202708,0.06506205340353516,,0.09665287702143663,0.11153119092627599,0.21624670928920647,1.0,0.003384731101918014,,,0.2109640831758034
08436093,Ebersbach-Musbach,1327.0,990,337,0,1145,315,8,1137,491,121,121.0,46,252,54,,39.0,,,13.0,,,,,,,,,,,8,1137,429,123,107,59,248,59,2,28,6,1,8,4,1,0,2,60,,,,,,,,0.007036059806508356,0.011433597185576077,0.007036059806508356,0.001759014951627089,,0.052770448548812667,0.4318381706244503,,0.024626209322779244,,,0.001759014951627089,,,,0.10642040457343888,,,0.007036059806508356,0.0008795074758135445,,,1.0,0.040457343887423045,0.005277044854881266,0.37730870712401055,,0.0,0.003518029903254178,0.10817941952506596,,0.047493403693931395,0.03430079155672823,0.051890941072999124,0.051890941072999124,,0.09410729991204925,0.10642040457343888,0.218117854001759,1.0,0.0008795074758135445,,,0.22163588390501318
