ags,municipality_name,vote_type,party,votes,percent
08128082,"Niederstetten, Stadt",Erststimmen,KlimalisteBW,,
08128082,"Niederstetten, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,KlimalisteBW,,
08128126,"Weikersheim, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08128128,Werbach,Erststimmen,KlimalisteBW,,
08128128,Werbach,Zweitstimmen,KlimalisteBW,1,0.5
08128131,"Wertheim, Stadt",Erststimmen,KlimalisteBW,,
08128131,"Wertheim, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08128139,"Lauda-Königshofen, Stadt",Erststimmen,KlimalisteBW,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08135010,Dischingen,Erststimmen,KlimalisteBW,,
08135010,Dischingen,Zweitstimmen,KlimalisteBW,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,KlimalisteBW,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08135020,"Herbrechtingen, Stadt",Erststimmen,KlimalisteBW,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08135026,Nattheim,Erststimmen,KlimalisteBW,,
08135026,Nattheim,Zweitstimmen,KlimalisteBW,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,KlimalisteBW,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,KlimalisteBW,,
08135031,Sontheim an der Brenz,Zweitstimmen,KlimalisteBW,0,0.0
08216013,Forbach,Erststimmen,KlimalisteBW,,
08216013,Forbach,Zweitstimmen,KlimalisteBW,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,KlimalisteBW,,
08235006,"Altensteig, Stadt",Zweitstimmen,KlimalisteBW,1,0.4
08235020,Ebhausen,Erststimmen,KlimalisteBW,,
08235020,Ebhausen,Zweitstimmen,KlimalisteBW,0,0.0
08235050,Neuweiler,Erststimmen,KlimalisteBW,,
08235050,Neuweiler,Zweitstimmen,KlimalisteBW,0,0.0
08236031,Kieselbronn,Erststimmen,KlimalisteBW,,
08236031,Kieselbronn,Zweitstimmen,KlimalisteBW,0,0.0
08236038,"Maulbronn, Stadt",Erststimmen,KlimalisteBW,,
08236038,"Maulbronn, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08237040,"Horb am Neckar, Stadt",Erststimmen,KlimalisteBW,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08237072,Wörnersberg,Erststimmen,KlimalisteBW,,
08237072,Wörnersberg,Zweitstimmen,KlimalisteBW,0,0.0
08237073,Seewald,Erststimmen,KlimalisteBW,,
08237073,Seewald,Zweitstimmen,KlimalisteBW,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,KlimalisteBW,,
08316011,"Emmendingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08316055,Winden im Elztal,Erststimmen,KlimalisteBW,,
08316055,Winden im Elztal,Zweitstimmen,KlimalisteBW,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,KlimalisteBW,,
08325012,"Dornhan, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08325015,Epfendorf,Erststimmen,KlimalisteBW,,
08325015,Epfendorf,Zweitstimmen,KlimalisteBW,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,KlimalisteBW,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,KlimalisteBW,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,KlimalisteBW,,
08326005,"Blumberg, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,KlimalisteBW,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,KlimalisteBW,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,KlimalisteBW,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,KlimalisteBW,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08326068,"Vöhrenbach, Stadt",Erststimmen,KlimalisteBW,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08327050,"Tuttlingen, Stadt",Erststimmen,KlimalisteBW,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,KlimalisteBW,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,KlimalisteBW,,
08336087,"Todtnau, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08336089,Tunau,Erststimmen,KlimalisteBW,,
08336089,Tunau,Zweitstimmen,KlimalisteBW,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,KlimalisteBW,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,KlimalisteBW,1,0.2
08336103,"Zell im Wiesental, Stadt",Erststimmen,KlimalisteBW,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08336107,Kleines Wiesental,Erststimmen,KlimalisteBW,,
08336107,Kleines Wiesental,Zweitstimmen,KlimalisteBW,0,0.0
08337062,Klettgau,Erststimmen,KlimalisteBW,,
08337062,Klettgau,Zweitstimmen,KlimalisteBW,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,KlimalisteBW,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08337116,"Wehr, Stadt",Erststimmen,KlimalisteBW,,
08337116,"Wehr, Stadt",Zweitstimmen,KlimalisteBW,1,0.5
08337125,Küssaberg,Erststimmen,KlimalisteBW,,
08337125,Küssaberg,Zweitstimmen,KlimalisteBW,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,KlimalisteBW,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08425020,"Blaubeuren, Stadt",Erststimmen,KlimalisteBW,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,KlimalisteBW,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08425052,Grundsheim,Erststimmen,KlimalisteBW,,
08425052,Grundsheim,Zweitstimmen,KlimalisteBW,0,0.0
08425075,Lonsee,Erststimmen,KlimalisteBW,,
08425075,Lonsee,Zweitstimmen,KlimalisteBW,0,0.0
08425085,Nerenstetten,Erststimmen,KlimalisteBW,,
08425085,Nerenstetten,Zweitstimmen,KlimalisteBW,0,0.0
08425090,Obermarchtal,Erststimmen,KlimalisteBW,,
08425090,Obermarchtal,Zweitstimmen,KlimalisteBW,0,0.0
08426008,Altheim,Erststimmen,KlimalisteBW,,
08426008,Altheim,Zweitstimmen,KlimalisteBW,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,KlimalisteBW,,
08426097,"Riedlingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08426108,Schwendi,Erststimmen,KlimalisteBW,,
08426108,Schwendi,Zweitstimmen,KlimalisteBW,0,0.0
08426121,Unlingen,Erststimmen,KlimalisteBW,,
08426121,Unlingen,Zweitstimmen,KlimalisteBW,0,0.0
08426124,Uttenweiler,Erststimmen,KlimalisteBW,,
08426124,Uttenweiler,Zweitstimmen,KlimalisteBW,0,0.0
08426128,Warthausen,Erststimmen,KlimalisteBW,,
08426128,Warthausen,Zweitstimmen,KlimalisteBW,0,0.0
08437031,"Gammertingen, Stadt",Erststimmen,KlimalisteBW,,
08437031,"Gammertingen, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,KlimalisteBW,,
08437078,"Meßkirch, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08437088,"Pfullendorf, Stadt",Erststimmen,KlimalisteBW,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,KlimalisteBW,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08437114,"Veringenstadt, Stadt",Erststimmen,KlimalisteBW,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,KlimalisteBW,0,0.0
08126011,Bretzfeld,Erststimmen,PDH,,
08126011,Bretzfeld,Zweitstimmen,PDH,0,0.0
08126020,Dörzbach,Erststimmen,PDH,,
08126020,Dörzbach,Zweitstimmen,PDH,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,PDH,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,PDH,0,0.0
08126046,"Künzelsau, Stadt",Erststimmen,PDH,,
08126046,"Künzelsau, Stadt",Zweitstimmen,PDH,0,0.0
08126056,Mulfingen,Erststimmen,PDH,,
08126056,Mulfingen,Zweitstimmen,PDH,0,0.0
08126072,Schöntal,Erststimmen,PDH,,
08126072,Schöntal,Zweitstimmen,PDH,0,0.0
08126085,"Waldenburg, Stadt",Erststimmen,PDH,,
08126085,"Waldenburg, Stadt",Zweitstimmen,PDH,0,0.0
08127008,Blaufelden,Erststimmen,PDH,,
08127008,Blaufelden,Zweitstimmen,PDH,0,0.0
08127014,"Crailsheim, Stadt",Erststimmen,PDH,,
08127014,"Crailsheim, Stadt",Zweitstimmen,PDH,0,0.0
08127032,"Gerabronn, Stadt",Erststimmen,PDH,,
08127032,"Gerabronn, Stadt",Zweitstimmen,PDH,0,0.0
08127047,"Langenburg, Stadt",Erststimmen,PDH,,
08127047,"Langenburg, Stadt",Zweitstimmen,PDH,0,0.0
08127059,Michelfeld,Erststimmen,PDH,,
08127059,Michelfeld,Zweitstimmen,PDH,0,0.0
08127062,Oberrot,Erststimmen,PDH,,
08127062,Oberrot,Zweitstimmen,PDH,0,0.0
08127073,Satteldorf,Erststimmen,PDH,,
08127073,Satteldorf,Zweitstimmen,PDH,0,0.0
08127100,Rosengarten,Erststimmen,PDH,,
08127100,Rosengarten,Zweitstimmen,PDH,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,PDH,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,PDH,0,0.0
08128014,"Boxberg, Stadt",Erststimmen,PDH,,
08128014,"Boxberg, Stadt",Zweitstimmen,PDH,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,PDH,,
08128020,"Creglingen, Stadt",Zweitstimmen,PDH,0,0.0
08128039,"Freudenberg, Stadt",Erststimmen,PDH,,
08128039,"Freudenberg, Stadt",Zweitstimmen,PDH,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,PDH,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,PDH,0,0.0
08128058,Igersheim,Erststimmen,PDH,,
08128058,Igersheim,Zweitstimmen,PDH,0,0.0
08128061,Königheim,Erststimmen,PDH,,
08128061,Königheim,Zweitstimmen,PDH,0,0.0
08128064,"Külsheim, Stadt",Erststimmen,PDH,,
08128064,"Külsheim, Stadt",Zweitstimmen,PDH,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,PDH,,
08128082,"Niederstetten, Stadt",Zweitstimmen,PDH,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,PDH,,
08128126,"Weikersheim, Stadt",Zweitstimmen,PDH,0,0.0
08128128,Werbach,Erststimmen,PDH,,
08128128,Werbach,Zweitstimmen,PDH,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,PDH,,
08128131,"Wertheim, Stadt",Zweitstimmen,PDH,0,0.0
08128139,"Lauda-Königshofen, Stadt",Erststimmen,PDH,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,PDH,0,0.0
08135010,Dischingen,Erststimmen,PDH,,
08135010,Dischingen,Zweitstimmen,PDH,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,PDH,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,PDH,0,0.0
08135020,"Herbrechtingen, Stadt",Erststimmen,PDH,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,PDH,0,0.0
08135026,Nattheim,Erststimmen,PDH,,
08135026,Nattheim,Zweitstimmen,PDH,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,PDH,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,PDH,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,PDH,,
08135031,Sontheim an der Brenz,Zweitstimmen,PDH,2,0.7
08216013,Forbach,Erststimmen,PDH,,
08216013,Forbach,Zweitstimmen,PDH,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,PDH,,
08235006,"Altensteig, Stadt",Zweitstimmen,PDH,0,0.0
08235020,Ebhausen,Erststimmen,PDH,,
08235020,Ebhausen,Zweitstimmen,PDH,0,0.0
08235050,Neuweiler,Erststimmen,PDH,,
08235050,Neuweiler,Zweitstimmen,PDH,0,0.0
08236031,Kieselbronn,Erststimmen,PDH,,
08236031,Kieselbronn,Zweitstimmen,PDH,0,0.0
08236038,"Maulbronn, Stadt",Erststimmen,PDH,,
08236038,"Maulbronn, Stadt",Zweitstimmen,PDH,0,0.0
08237040,"Horb am Neckar, Stadt",Erststimmen,PDH,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,PDH,0,0.0
08237072,Wörnersberg,Erststimmen,PDH,,
08237072,Wörnersberg,Zweitstimmen,PDH,0,0.0
08237073,Seewald,Erststimmen,PDH,,
08237073,Seewald,Zweitstimmen,PDH,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,PDH,,
08316011,"Emmendingen, Stadt",Zweitstimmen,PDH,0,0.0
08316055,Winden im Elztal,Erststimmen,PDH,,
08316055,Winden im Elztal,Zweitstimmen,PDH,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,PDH,,
08325012,"Dornhan, Stadt",Zweitstimmen,PDH,0,0.0
08325015,Epfendorf,Erststimmen,PDH,,
08325015,Epfendorf,Zweitstimmen,PDH,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,PDH,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,PDH,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,PDH,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,PDH,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,PDH,,
08326005,"Blumberg, Stadt",Zweitstimmen,PDH,2,1.0
08326006,"Bräunlingen, Stadt",Erststimmen,PDH,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,PDH,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,PDH,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,PDH,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,PDH,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,PDH,0,0.0
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,PDH,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,PDH,0,0.0
08326068,"Vöhrenbach, Stadt",Erststimmen,PDH,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,PDH,0,0.0
08327050,"Tuttlingen, Stadt",Erststimmen,PDH,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,PDH,0,0.0
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,PDH,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,PDH,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,PDH,,
08336087,"Todtnau, Stadt",Zweitstimmen,PDH,0,0.0
08336089,Tunau,Erststimmen,PDH,,
08336089,Tunau,Zweitstimmen,PDH,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,PDH,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,PDH,0,0.0
08336103,"Zell im Wiesental, Stadt",Erststimmen,PDH,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,PDH,0,0.0
08336107,Kleines Wiesental,Erststimmen,PDH,,
08336107,Kleines Wiesental,Zweitstimmen,PDH,0,0.0
08337062,Klettgau,Erststimmen,PDH,,
08337062,Klettgau,Zweitstimmen,PDH,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,PDH,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,PDH,0,0.0
08337116,"Wehr, Stadt",Erststimmen,PDH,,
08337116,"Wehr, Stadt",Zweitstimmen,PDH,0,0.0
08337125,Küssaberg,Erststimmen,PDH,,
08337125,Küssaberg,Zweitstimmen,PDH,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,PDH,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,PDH,0,0.0
08425020,"Blaubeuren, Stadt",Erststimmen,PDH,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,PDH,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,PDH,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,PDH,0,0.0
08425052,Grundsheim,Erststimmen,PDH,,
08425052,Grundsheim,Zweitstimmen,PDH,0,0.0
08425075,Lonsee,Erststimmen,PDH,,
08425075,Lonsee,Zweitstimmen,PDH,0,0.0
08425085,Nerenstetten,Erststimmen,PDH,,
08425085,Nerenstetten,Zweitstimmen,PDH,0,0.0
08425090,Obermarchtal,Erststimmen,PDH,,
08425090,Obermarchtal,Zweitstimmen,PDH,0,0.0
08426008,Altheim,Erststimmen,PDH,,
08426008,Altheim,Zweitstimmen,PDH,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,PDH,,
08426097,"Riedlingen, Stadt",Zweitstimmen,PDH,0,0.0
08426108,Schwendi,Erststimmen,PDH,,
08426108,Schwendi,Zweitstimmen,PDH,0,0.0
08426121,Unlingen,Erststimmen,PDH,,
08426121,Unlingen,Zweitstimmen,PDH,0,0.0
08426124,Uttenweiler,Erststimmen,PDH,,
08426124,Uttenweiler,Zweitstimmen,PDH,0,0.0
08426128,Warthausen,Erststimmen,PDH,,
08426128,Warthausen,Zweitstimmen,PDH,1,0.5
08437031,"Gammertingen, Stadt",Erststimmen,PDH,,
08437031,"Gammertingen, Stadt",Zweitstimmen,PDH,2,1.5
08437078,"Meßkirch, Stadt",Erststimmen,PDH,,
08437078,"Meßkirch, Stadt",Zweitstimmen,PDH,0,0.0
08437088,"Pfullendorf, Stadt",Erststimmen,PDH,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,PDH,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,PDH,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,PDH,0,0.0
08437114,"Veringenstadt, Stadt",Erststimmen,PDH,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,PDH,0,0.0
08126011,Bretzfeld,Erststimmen,PDR,,
08126011,Bretzfeld,Zweitstimmen,PDR,0,0.0
08126020,Dörzbach,Erststimmen,PDR,,
08126020,Dörzbach,Zweitstimmen,PDR,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,PDR,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,PDR,1,0.7
08126046,"Künzelsau, Stadt",Erststimmen,PDR,,
08126046,"Künzelsau, Stadt",Zweitstimmen,PDR,0,0.0
08126056,Mulfingen,Erststimmen,PDR,,
08126056,Mulfingen,Zweitstimmen,PDR,1,0.3
08126072,Schöntal,Erststimmen,PDR,,
08126072,Schöntal,Zweitstimmen,PDR,0,0.0
08126085,"Waldenburg, Stadt",Erststimmen,PDR,,
08126085,"Waldenburg, Stadt",Zweitstimmen,PDR,0,0.0
08127008,Blaufelden,Erststimmen,PDR,,
08127008,Blaufelden,Zweitstimmen,PDR,0,0.0
08127014,"Crailsheim, Stadt",Erststimmen,PDR,,
08127014,"Crailsheim, Stadt",Zweitstimmen,PDR,0,0.0
08127032,"Gerabronn, Stadt",Erststimmen,PDR,,
08127032,"Gerabronn, Stadt",Zweitstimmen,PDR,0,0.0
08127047,"Langenburg, Stadt",Erststimmen,PDR,,
08127047,"Langenburg, Stadt",Zweitstimmen,PDR,0,0.0
08127059,Michelfeld,Erststimmen,PDR,,
08127059,Michelfeld,Zweitstimmen,PDR,0,0.0
08127062,Oberrot,Erststimmen,PDR,,
08127062,Oberrot,Zweitstimmen,PDR,1,0.5
08127073,Satteldorf,Erststimmen,PDR,,
08127073,Satteldorf,Zweitstimmen,PDR,0,0.0
08127100,Rosengarten,Erststimmen,PDR,,
08127100,Rosengarten,Zweitstimmen,PDR,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,PDR,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,PDR,0,0.0
08128014,"Boxberg, Stadt",Erststimmen,PDR,,
08128014,"Boxberg, Stadt",Zweitstimmen,PDR,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,PDR,,
08128020,"Creglingen, Stadt",Zweitstimmen,PDR,0,0.0
08128039,"Freudenberg, Stadt",Erststimmen,PDR,,
08128039,"Freudenberg, Stadt",Zweitstimmen,PDR,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,PDR,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,PDR,0,0.0
08128058,Igersheim,Erststimmen,PDR,,
08128058,Igersheim,Zweitstimmen,PDR,1,0.3
08128061,Königheim,Erststimmen,PDR,,
08128061,Königheim,Zweitstimmen,PDR,0,0.0
08128064,"Külsheim, Stadt",Erststimmen,PDR,,
08128064,"Külsheim, Stadt",Zweitstimmen,PDR,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,PDR,,
08128082,"Niederstetten, Stadt",Zweitstimmen,PDR,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,PDR,,
08128126,"Weikersheim, Stadt",Zweitstimmen,PDR,0,0.0
08128128,Werbach,Erststimmen,PDR,,
08128128,Werbach,Zweitstimmen,PDR,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,PDR,,
08128131,"Wertheim, Stadt",Zweitstimmen,PDR,0,0.0
08128139,"Lauda-Königshofen, Stadt",Erststimmen,PDR,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,PDR,0,0.0
08135010,Dischingen,Erststimmen,PDR,,
08135010,Dischingen,Zweitstimmen,PDR,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,PDR,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,PDR,0,0.0
08135020,"Herbrechtingen, Stadt",Erststimmen,PDR,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,PDR,0,0.0
08135026,Nattheim,Erststimmen,PDR,,
08135026,Nattheim,Zweitstimmen,PDR,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,PDR,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,PDR,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,PDR,,
08135031,Sontheim an der Brenz,Zweitstimmen,PDR,0,0.0
08216013,Forbach,Erststimmen,PDR,,
08216013,Forbach,Zweitstimmen,PDR,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,PDR,,
08235006,"Altensteig, Stadt",Zweitstimmen,PDR,0,0.0
08235020,Ebhausen,Erststimmen,PDR,,
08235020,Ebhausen,Zweitstimmen,PDR,0,0.0
08235050,Neuweiler,Erststimmen,PDR,,
08235050,Neuweiler,Zweitstimmen,PDR,2,0.7
08236031,Kieselbronn,Erststimmen,PDR,,
08236031,Kieselbronn,Zweitstimmen,PDR,0,0.0
08236038,"Maulbronn, Stadt",Erststimmen,PDR,,
08236038,"Maulbronn, Stadt",Zweitstimmen,PDR,1,0.3
08237040,"Horb am Neckar, Stadt",Erststimmen,PDR,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,PDR,0,0.0
08237072,Wörnersberg,Erststimmen,PDR,,
08237072,Wörnersberg,Zweitstimmen,PDR,0,0.0
08237073,Seewald,Erststimmen,PDR,,
08237073,Seewald,Zweitstimmen,PDR,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,PDR,,
08316011,"Emmendingen, Stadt",Zweitstimmen,PDR,0,0.0
08316055,Winden im Elztal,Erststimmen,PDR,,
08316055,Winden im Elztal,Zweitstimmen,PDR,3,1.5
08325012,"Dornhan, Stadt",Erststimmen,PDR,,
08325012,"Dornhan, Stadt",Zweitstimmen,PDR,0,0.0
08325015,Epfendorf,Erststimmen,PDR,,
08325015,Epfendorf,Zweitstimmen,PDR,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,PDR,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,PDR,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,PDR,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,PDR,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,PDR,,
08326005,"Blumberg, Stadt",Zweitstimmen,PDR,2,1.0
08326006,"Bräunlingen, Stadt",Erststimmen,PDR,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,PDR,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,PDR,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,PDR,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,PDR,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,PDR,1,0.2
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,PDR,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,PDR,1,0.7
08326068,"Vöhrenbach, Stadt",Erststimmen,PDR,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,PDR,1,1.0
08327050,"Tuttlingen, Stadt",Erststimmen,PDR,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,PDR,0,0.0
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,PDR,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,PDR,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,PDR,,
08336087,"Todtnau, Stadt",Zweitstimmen,PDR,0,0.0
08336089,Tunau,Erststimmen,PDR,,
08336089,Tunau,Zweitstimmen,PDR,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,PDR,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,PDR,0,0.0
08336103,"Zell im Wiesental, Stadt",Erststimmen,PDR,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,PDR,0,0.0
08336107,Kleines Wiesental,Erststimmen,PDR,,
08336107,Kleines Wiesental,Zweitstimmen,PDR,0,0.0
08337062,Klettgau,Erststimmen,PDR,,
08337062,Klettgau,Zweitstimmen,PDR,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,PDR,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,PDR,0,0.0
08337116,"Wehr, Stadt",Erststimmen,PDR,,
08337116,"Wehr, Stadt",Zweitstimmen,PDR,0,0.0
08337125,Küssaberg,Erststimmen,PDR,,
08337125,Küssaberg,Zweitstimmen,PDR,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,PDR,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,PDR,2,0.5
08425020,"Blaubeuren, Stadt",Erststimmen,PDR,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,PDR,0,0.0
